Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
BBVA,"7,21",pujada,"+0,63%","0,05","130.848.460,22","48.268,83","11,08","3,68%",8/12
BIOSEARCH,"0,51",pujada,"+0,00%","0,00","10.716,12","29,43","0,00","0,00%",8/12
BME,"27,195",pujada,"+0,17%","0,045","2.675.035,36","2.277,69","14,71","6,55%",8/12
CAIXABANK,"4,04",pujada,"+2,75%","0,11","75.296.688,30","24.212,86","12,62","3,84%",8/12
CELLNEX TELECOM,"21,08",baixada,"-2,45%","-0,53","17.262.004,00","4.885,04","88,19","0,49%",8/12
CEMENTOS PORTLAND,"5,97",pujada,"+0,00%","0,00","0,00","305,54","0,00","0,00%",23/02
CIE AUTOMOTIVE,"23,88",baixada,"-0,52%","-0,13","1.603.707,41","3.084,39","14,30","2,11%",8/12
CLEOP,"1,15",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",8/12
CLINICA BAVIERA,"8,19",pujada,"+0,12%","0,01","1.804,00","133,72","23,00","2,38%",8/12
CODERE,"8,72",baixada,"-0,91%","-0,08","99.333,09","1.047,88","0,00","0,00%",8/12
COEMAC,"0,45",baixada,"-3,23%","-0,02","220.069,43","88,87","59,43","0,00%",8/12
DEOLEO SA,"0,18",baixada,"-2,78%","-0,01","43.949,32","207,84","192,10","0,00%",8/12
DIA,"4,18",baixada,"-0,19%","-0,01","16.366.893,45","2.595,64","10,77","4,89%",8/12
DOGI INTL FABRICS,"3,50",baixada,"-1,67%","-0,06","104.451,52","250,00","0,00","0,00%",8/12
DURO FELGUERA,"0,40",baixada,"-4,76%","-0,02","58.451,09","65,60","19,00","0,00%",8/12
EBRO FOODS,"19,47",baixada,"-0,05%","-0,01","1.765.642,15","2.993,45","16,74","3,35%",8/12
EDREAMS ODIGEO REG,"4,53",pujada,"+0,00%","0,00","944.402,41","488,54","14,24","0,00%",8/12
ELECNOR,"13,86",pujada,"+1,54%","0,21","68.053,83","1.205,82","12,65","2,08%",8/12
ENAGAS,"25,09",baixada,"-0,26%","-0,07","17.959.585,18","5.985,07","12,69","5,95%",8/12
ENCE,"5,735",pujada,"+2,05%","0,115","3.046.430,90","1.413,60","15,36","3,25%",8/12
ENDESA,"19,10",baixada,"-0,26%","-0,05","20.515.243,67","20.280,40","14,44","7,17%",8/12
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,82",pujada,"+0,75%","0,02","1.263.385,51","315,52","7,02","0,00%",8/12
EUROPAC,"11,45",pujada,"+3,48%","0,39","3.542.189,33","1.131,31","13,61","2,97%",8/12
EUSKALTEL,"7,50",baixada,"-1,25%","-0,10","1.066.130,40","1.340,73","20,74","4,55%",8/12
FAES FARMA,"3,005",baixada,"-0,50%","-0,015","575.995,54","767,45","19,28","1,94%",8/12
FCC,"8,92",baixada,"-0,61%","-0,06","127.186,68","3.401,85","17,12","0,00%",8/12
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"35,65",pujada,"+0,11%","0,04","814.511,71","1.222,11","29,02","1,65%",8/12
FERROVIAL,"18,64",pujada,"+0,68%","0,13","18.699.782,63","13.814,23","33,90","3,17%",8/12
FERSA ENERGIAS,"0,49",baixada,"-2,00%","-0,01","8.092,10","68,60","91,57","0,00%",8/12
FLUIDRA,"11,52",pujada,"+0,13%","0,02","853.602,35","1.296,92","28,72","1,34%",8/12
FUNESPANA,"7,30",pujada,"+7,92%","0,54","9.004,86","132,46","0,00","0,00%",8/12
GAM,"1,85",baixada,"-1,60%","-0,03","16.785,53","61,59","0,00","0,00%",8/12
GAS NATURAL,"19,51",pujada,"+0,18%","0,04","19.442.110,80","19.583,49","15,24","5,37%",8/12
GESTAMP AUTOM,"5,87",pujada,"+0,09%","0,01","1.177.698,72","3.392,08","14,87","2,02%",8/12
GLOBAL DOMINION,"4,48",baixada,"-1,37%","-0,06","181.178,51","768,33","25,83","0,00%",8/12
GR.EMPRES.SAN JOSE,"3,24",pujada,"+0,31%","0,01","150.082,56","209,38","0,00","0,00%",8/12
GRIFOLS,"24,08",baixada,"-2,55%","-0,63","13.758.089,64","10.261,21","24,08","1,46%",8/12
GRUPO CATALANA OCC,"37,35",baixada,"-0,85%","-0,32","3.616.685,61","4.484,40","13,26","2,08%",8/12
GRUPO EZENTIS SA,"0,60",pujada,"+2,03%","0,01","686.897,14","177,54","35,76","0,00%",8/12
GRUPO PRISA,"2,65",baixada,"-0,49%","-0,01","42.371,98","209,86","4,46","0,00%",8/12
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"15,44",pujada,"+0,62%","0,10","908.599,69","1.681,76","21,37","3,18%",8/12
IAG (IBERIA),"7,25",pujada,"+1,78%","0,13","25.106.565,18","15.432,17","6,83","3,90%",8/12
IBERDROLA,"6,72",baixada,"-0,47%","-0,03","51.484.514,21","42.491,61","15,71","4,94%",8/12
IBERPAPEL GESTION,"29,36",pujada,"+1,91%","0,56","478,72","323,54","15,96","2,21%",8/12
INDITEX,"31,08",pujada,"+0,34%","0,11","75.075.554,57","96.974,63","26,99","2,50%",8/12
INDRA,"11,02",pujada,"+1,10%","0,12","7.727.060,35","1.947,61","15,42","0,00%",8/12
INM. COLONIAL,"8,30",baixada,"-1,04%","-0,09","7.095.373,63","3.261,43","34,78","2,31%",8/12
INMO DEL SUR,"10,95",baixada,"-0,55%","-0,06","1.372,14","184,82","19,74","2,81%",8/12
INYPSA,"0,165",pujada,"+0,00%","0,000","41.817,38","62,95","0,00","0,00%",8/12
LABORATORIOS FARMA,"16,60",pujada,"+0,12%","0,02","158.261,28","826,00","40,07","1,04%",8/12
LAR ESPANA,"8,87",baixada,"-0,37%","-0,03","500.186,20","817,87","29,91","4,45%",8/12
LIBERBANK,"0,44",pujada,"+1,39%","0,01","2.040.557,25","1.290,75","0,00","0,00%",8/12
LINGOTES,"17,89",baixada,"-1,00%","-0,18","22.590,68","178,20","0,00","0,00%",8/12
LOGISTA,"20,62",baixada,"-2,46%","-0,52","3.673.860,87","2.753,90","17,48","5,18%",8/12
MEDIASET,"9,890",pujada,"+0,41%","0,040","6.491.423,63","3.317,68","16,68","5,71%",8/12
MELIA HOTELS INTL,"11,50",pujada,"+0,92%","0,11","5.974.826,84","2.633,51","22,49","1,20%",8/12
MERLIN PROP.,"11,24",pujada,"+0,49%","0,06","9.212.124,04","5.289,62","18,97","4,18%",8/12
MIQUEL Y COSTAS,"36,80",pujada,"+0,19%","0,07","328.437,48","780,57","19,65","1,53%",8/12
NATRA,"0,46",pujada,"+4,55%","0,02","134.936,65","21,37","2,11","0,00%",8/12
NATURHOUSE HEALTH,"4,17",pujada,"+1,63%","0,07","6.906,99","248,40","11,13","9,49%",8/12
NEINOR HOMES,"18,57",baixada,"-0,51%","-0,10","1.477.494,22","1.462,38","0,00","0,00%",8/12
NH HOTELES,"6,185",pujada,"+0,16%","0,010","2.060.733,88","2.183,94","49,63","0,83%",8/12
NICOLAS CORREA,"2,71",baixada,"-0,92%","-0,03","33.069,56","33,62","0,00","0,00%",8/12
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",8/12
OHL,"4,92",pujada,"+0,47%","0,02","2.689.507,18","1.460,63","16,28","0,94%",8/12
ORYZON GENOMICS,"3,02",pujada,"+0,60%","0,02","180.329,95","103,13","0,00","0,00%",8/12
PARQUES REUNIDOS,"14,52",baixada,"-1,59%","-0,24","221.333,84","1.172,37","23,31","1,73%",8/12
PESCANOVA,"1,29",pujada,"+1,41%","0,02","1.257.364,94","37,19","2,32","8,69%",8/12
PHARMA MAR R,"2,30",baixada,"-0,86%","-0,02","898.792,29","514,32","0,00","0,00%",8/12
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"10,70",pujada,"+0,37%","0,04","6.007,50","186,31","14,24","2,66%",8/12
PROSEGUR,"6,80",baixada,"-2,72%","-0,19","3.058.814,30","4.233,48","25,70","1,73%",8/12
QUABIT INMOBIL.,"1,86",pujada,"+1,97%","0,04","282.143,27","146,06","0,00","0,00%",8/12
REALIA BUSINESS,"1,12",pujada,"+1,36%","0,02","23.760,08","725,41","43,59","0,00%",8/12
REE,"19,15",pujada,"+0,34%","0,07","14.920.694,66","10.342,74","15,13","4,90%",8/12
RENO DE MEDICI,"0,561",pujada,"+0,00%","0,000","10.237,87","207,27","12,19","0,00%",8/12
RENTA 4 SERVICIOS,"6,10",baixada,"-0,33%","-0,02","6.163,54","248,23","19,61","1,54%",8/12
RENTA CORPORACION,"2,805",pujada,"+0,00%","0,000","12.745,72","92,25","13,93","6,10%",8/12
REPSOL,"15,48",baixada,"-0,10%","-0,02","47.103.872,13","23.720,46","10,58","5,21%",8/12
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",8/12
RIOJANAS,"5,91",baixada,"-0,84%","-0,05","32.711,48","31,04","0,00","0,00%",8/12
Reig Jofre,"2,61",pujada,"+1,01%","0,03","83.443,10","168,98","23,74","1,26%",8/12
SABADELL,"1,70",pujada,"+2,71%","0,05","34.749.210,63","9.593,97","11,87","3,61%",8/12
SACYR,"2,13",baixada,"-1,34%","-0,03","3.375.066,87","1.136,59","6,57","0,00%",8/12
SAETA YIELD,"9,45",baixada,"-0,61%","-0,06","1.081.033,39","770,09","17,71","7,88%",8/12
SANTANDER,"5,63",pujada,"+1,79%","0,10","233.065.070,73","91.362,90","12,07","3,93%",8/12
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SIEMENS GAMESA,"10,96",pujada,"+0,64%","0,07","32.704.435,84","7.431,27","12,10","0,87%",8/12
SNIACE,"0,21",pujada,"+0,96%","0,00","595.901,96","74,05","0,00","0,00%",8/12
SOLARIA ENERGIA,"1,69",pujada,"+1,20%","0,02","229.272,61","183,59","27,92","0,00%",8/12
SOTOGRANDE,"3,05",pujada,"+0,00%","0,00","0,00","136,09","0,00","0,00%",8/12
SPS,"0,91",pujada,"+2,84%","0,03","104.377,95","50,02","0,00","0,00%",8/12
TALGO,"3,95",baixada,"-2,16%","-0,09","1.204.344,90","541,47","11,55","1,83%",8/12
TECNICAS REUNIDAS,"25,76",baixada,"-1,81%","-0,48","5.515.872,04","1.449,66","22,68","5,50%",8/12
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,63",pujada,"+0,00%","0,00","87.181.916,93","43.617,32","11,73","4,67%",8/12
TELEPIZZA GROUP,"4,80",pujada,"+0,17%","0,01","863.787,05","485,47","14,77","0,51%",8/12
TUBACEX,"3,35",pujada,"+0,90%","0,03","701.481,81","446,14","112,01","0,02%",8/12
TUBOS REUNIDOS,"0,82",baixada,"-1,81%","-0,02","184.273,18","141,49","0,00","0,00%",8/12
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",8/12
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",8/12
VIDRALA,"85,90",baixada,"-1,04%","-0,90","457.621,80","2.123,64","24,33","1,02%",8/12
VISCOFAN,"54,37",pujada,"+0,17%","0,09","2.541.266,61","2.528,72","20,00","2,77%",8/12
VOCENTO,"1,55",baixada,"-0,32%","-0,01","27.333,55","196,20","19,60","0,00%",8/12
ZARDOYA OTIS,"9,42",pujada,"+0,00%","0,00","455.677,56","4.431,77","28,27","3,43%",8/12
