Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
Reig Jofre,"2,52",baixada,"-0,20%","-0,01","6.743,22","161,73","23,74","1,26%",17/11
SABADELL,"1,64",baixada,"-0,73%","-0,01","30.501.542,34","9.261,98","11,94","3,59%",17/11
SACYR,"1,93",baixada,"-0,46%","-0,01","3.932.463,32","1.033,70","6,10","0,00%",17/11
SAETA YIELD,"9,80",baixada,"-0,22%","-0,02","1.050.035,98","803,53","17,80","7,84%",17/11
SANTANDER,"5,48",baixada,"-0,94%","-0,05","238.450.657,30","88.700,44","12,13","3,85%",17/11
SIEMENS GAMESA,"10,37",baixada,"-1,05%","-0,11","24.267.283,42","7.063,46","11,30","1,52%",17/11
SNIACE,"0,20",pujada,"+4,19%","0,01","606.397,36","68,44","0,00","0,00%",17/11
SOLARIA ENERGIA,"1,54",pujada,"+5,48%","0,08","2.344.284,77","167,15","23,31","0,00%",17/11
TALGO,"3,93",pujada,"+3,20%","0,12","3.705.934,81","536,69","10,35","1,81%",17/11
TECNICAS REUNIDAS,"23,90",baixada,"-0,08%","-0,02","9.863.738,48","1.340,67","9,57","5,99%",17/11
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,53",baixada,"-0,41%","-0,04","130.457.144,52","43.037,97","11,80","4,64%",17/11
TELEPIZZA GROUP,"4,89",pujada,"+0,00%","0,00","569.583,56","493,53","14,94","0,51%",17/11
TUBACEX,"3,15",baixada,"-0,63%","-0,02","754.701,61","420,88","80,39","0,02%",17/11
TUBOS REUNIDOS,"0,87",baixada,"-0,57%","-0,01","38.564,19","151,10","0,00","0,00%",17/11
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",17/11
VIDRALA,"81,50",pujada,"+1,37%","1,10","1.108.504,90","2.023,22","22,77","1,06%",17/11
VISCOFAN,"50,43",baixada,"-0,85%","-0,43","4.329.517,33","2.358,15","18,98","2,89%",17/11
VOCENTO,"1,45",pujada,"+0,00%","0,00","12.119,49","179,96","19,40","0,00%",17/11
ZARDOYA OTIS,"9,08",baixada,"-0,66%","-0,06","984.498,23","4.285,93","27,61","3,51%",17/11
