Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
RENO DE MEDICI,"0,644",baixada,"-1,68%","-0,011","128.124,40","242,75","12,19","0,00%",17:38
RENTA 4 SERVICIOS,"6,07",pujada,"+2,02%","0,12","108.017,82","246,19","19,61","1,54%",17:38
RENTA CORPORACION,"2,885",pujada,"+0,18%","0,005","348.710,59","93,07","13,60","6,25%",17:38
REPSOL,"15,94",pujada,"+0,69%","0,11","112.888.615,51","24.247,41","11,17","5,03%",17:38
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",17:38
RIOJANAS,"5,25",pujada,"+1,55%","0,08","55.872,23","27,47","0,00","0,00%",17:38
Reig Jofre,"2,60",pujada,"+0,00%","0,00","4.630,90","166,93","23,74","1,26%",17:38
SABADELL,"1,66",baixada,"-0,54%","-0,01","28.469.735,70","9.385,78","12,05","3,56%",17:38
SACYR,"2,20",baixada,"-0,18%","-0,00","2.202.014,09","1.174,44","6,48","0,00%",17:38
SAETA YIELD,"9,68",pujada,"+0,82%","0,08","512.270,49","788,36","17,77","7,86%",17:38
SANTANDER,"5,62",baixada,"-0,37%","-0,02","155.987.364,33","90.308,43","12,42","3,75%",17:38
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SIEMENS GAMESA,"11,15",baixada,"-6,81%","-0,82","90.051.079,27","7.567,50","14,34","1,34%",17:38
SNIACE,"0,19",baixada,"-1,04%","-0,00","839.458,46","68,09","0,00","0,00%",17:38
SOLARIA ENERGIA,"1,44",baixada,"-1,03%","-0,02","185.127,63","157,83","23,89","0,00%",17:38
SOTOGRANDE,"3,08",pujada,"+0,00%","0,00","0,00","136,09","0,00","0,00%",17:38
SPS,"0,92",baixada,"-1,08%","-0,01","29.367,87","50,46","0,00","0,00%",17:38
TALGO,"4,13",baixada,"-5,06%","-0,22","2.298.834,68","568,10","10,92","1,67%",17:38
TECNICAS REUNIDAS,"28,50",pujada,"+1,28%","0,36","30.108.969,62","1.590,24","11,23","5,03%",17:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,78",baixada,"-0,60%","-0,05","116.601.208,91","44.105,98","12,35","4,50%",17:38
TELEPIZZA GROUP,"4,85",baixada,"-1,24%","-0,06","1.143.259,86","484,37","14,92","0,51%",17:38
TUBACEX,"3,17",pujada,"+0,48%","0,02","917.707,27","421,54","86,49","0,32%",17:38
TUBOS REUNIDOS,"0,89",pujada,"+0,00%","0,00","94.370,75","155,47","0,00","0,00%",17:38
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",17:38
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",17:38
VIDRALA,"83,05",pujada,"+0,48%","0,40","1.430.395,30","2.057,93","22,70","1,06%",17:38
VISCOFAN,"50,96",baixada,"-0,59%","-0,30","4.253.026,87","2.368,40","19,24","2,84%",17:38
VOCENTO,"1,43",baixada,"-2,40%","-0,04","57.364,52","178,08","19,53","0,00%",17:38
ZARDOYA OTIS,"9,32",baixada,"-0,96%","-0,09","1.005.411,00","4.375,32","28,58","3,39%",17:38
