Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
GR.EMPRES.SAN JOSE,"3,02",baixada,"-1,63%","-0,05","288.141,86","197,03","0,00","0,00%",17:38
GRIFOLS,"24,33",pujada,"+0,66%","0,16","10.551.708,73","10.297,43","24,38","1,44%",17:38
GRIFOLS CL.B,"18,07",baixada,"-0,88%","-0,16","1.012.447,79","4.735,72","0,00","0,00%",17:38
GRUPO CATALANA OCC,"34,71",pujada,"+0,67%","0,23","1.113.049,09","4.148,40","12,57","2,20%",17:38
GRUPO EZENTIS SA,"0,58",pujada,"+0,35%","0,00","131.753,90","140,33","26,06","0,00%",17:38
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"2,62",baixada,"-4,73%","-0,13","452.042,76","201,32","5,38","0,00%",17:38
HISPANIA ACTIVOS,"14,06",pujada,"+0,04%","0,01","3.555.669,87","1.537,65","20,11","3,53%",17:38
IAG (IBERIA),"7,39",pujada,"+0,08%","0,01","18.269.835,35","15.709,46","7,45","3,60%",17:38
IBERDROLA,"6,71",baixada,"-0,53%","-0,04","63.117.376,28","42.321,03","15,41","4,93%",17:38
IBERPAPEL GESTION,"26,93",baixada,"-1,50%","-0,41","64.909,12","291,52","15,27","2,29%",17:38
INDITEX,"30,92",baixada,"-0,10%","-0,03","68.855.018,86","96.320,13","28,17","2,39%",17:38
INDRA,"13,50",pujada,"+0,04%","0,01","6.517.891,53","2.376,88","19,54","0,00%",17:38
INM. COLONIAL,"7,59",baixada,"-0,78%","-0,06","6.672.556,45","2.971,00","33,52","2,55%",17:38
INMO DEL SUR,"10,63",baixada,"-0,75%","-0,08","77.173,76","180,41","0,00","0,00%",17:38
INYPSA,"0,165",pujada,"+0,00%","0,000","206.454,85","62,95","0,00","0,00%",17:38
LABORATORIOS FARMA,"16,30",pujada,"+6,89%","1,05","233.845,18","828,50","41,46","1,12%",17:38
LAR ESPANA,"8,15",pujada,"+0,12%","0,01","604.815,81","755,53","29,33","4,90%",17:38
LIBERBANK,"0,74",pujada,"+0,27%","0,00","708.233,10","674,01","7,44","0,00%",17:38
LINGOTES,"15,35",baixada,"-1,00%","-0,16","74.244,16","153,50","0,00","0,00%",17:38
LOGISTA,"19,93",baixada,"-0,62%","-0,13","759.321,77","2.651,02","14,91","5,00%",17:38
MAPFRE,"2,71",pujada,"+2,19%","0,06","16.152.098,68","8.376,38","12,28","5,39%",17:38
MEDIASET,"8,993",baixada,"-0,16%","-0,014","7.511.300,14","3.034,50","16,15","5,87%",17:38
MELIA HOTELS INTL,"11,60",pujada,"+0,00%","0,00","6.407.888,32","2.681,75","22,47","1,28%",17:38
MERLIN PROP.,"10,74",baixada,"-1,10%","-0,12","13.531.711,87","5.078,22","18,66","4,06%",17:38
MIQUEL Y COSTAS,"29,95",baixada,"-0,17%","-0,05","83.283,32","619,09","17,39","1,59%",17:38
MONTEBALITO,"2,280",pujada,"+3,17%","0,070","11.536,12","67,80","0,00","0,00%",17:38
NATRA,"0,40",baixada,"-1,23%","-0,01","33.439,83","18,99","2,11","0,00%",17:38
NATURHOUSE HEALTH,"4,26",baixada,"-1,77%","-0,08","105.224,04","257,52","11,41","7,82%",17:38
NH HOTELES,"5,185",baixada,"-1,89%","-0,100","4.779.961,32","1.828,42","42,31","0,96%",17:38
NICOLAS CORREA,"2,69",pujada,"+1,89%","0,05","140.774,98","33,25","0,00","0,00%",17:38
OHL,"5,26",pujada,"+1,80%","0,09","22.562.918,19","1.575,65","16,25","1,03%",17:38
ORYZON GENOMICS,"1,99",pujada,"+0,00%","0,00","85.680,57","67,81","0,00","0,00%",17:38
PARQUES REUNIDOS,"13,16",baixada,"-0,68%","-0,09","685.899,18","1.059,34","19,49","1,89%",17:38
PHARMA MAR R,"3,10",pujada,"+1,48%","0,05","942.733,56","689,10","0,00","0,00%",17:38
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,90",pujada,"+0,91%","0,09","1.473,12","171,74","14,24","2,66%",17:38
PROSEGUR,"6,39",baixada,"-0,78%","-0,05","2.182.249,46","3.931,08","23,17","1,79%",17:38
QUABIT INMOBIL.,"1,54",pujada,"+0,72%","0,01","51.159,20","118,32","0,00","0,00%",17:38
REALIA BUSINESS,"1,05",pujada,"+0,96%","0,01","22.549,42","670,60","42,78","0,00%",17:38
REE,"18,18",pujada,"+0,00%","0,00","18.221.975,09","9.793,55","14,62","5,07%",17:38
RENTA 4 SERVICIOS,"5,90",pujada,"+0,00%","0,00","71.674,94","240,09","19,61","1,54%",17:38
RENTA CORPORACION,"2,615",pujada,"+4,60%","0,115","241.466,53","85,51","13,10","6,49%",17:38
REPSOL,"15,46",pujada,"+1,21%","0,19","49.009.823,00","23.590,63","10,92","5,23%",17:38
RIOJANAS,"5,34",baixada,"-3,21%","-0,17","5.650,60","28,04","0,00","0,00%",17:38
Reig Jofre,"2,66",pujada,"+0,77%","0,02","10.697,73","168,08","23,74","1,26%",17:38
SABADELL,"1,66",pujada,"+4,21%","0,07","38.504.713,69","9.216,10","11,61","3,69%",17:38
SACYR,"2,15",pujada,"+0,37%","0,01","4.121.527,37","1.145,12","6,32","0,00%",17:38
SAETA YIELD,"9,55",baixada,"-0,49%","-0,05","599.589,76","778,33","16,63","7,88%",17:38
SANTANDER,"5,63",pujada,"+1,53%","0,09","187.279.226,47","89.698,89","11,95","3,93%",17:38
SNIACE,"0,19",pujada,"+0,00%","0,00","262.041,03","65,63","0,00","0,00%",17:38
SOLARIA ENERGIA,"1,44",pujada,"+1,06%","0,02","371.695,89","154,54","23,64","0,00%",17:38
TALGO,"4,17",pujada,"+0,29%","0,01","1.293.186,87","576,29","8,94","1,90%",17:38
TECNICAS REUNIDAS,"25,87",baixada,"-1,82%","-0,48","15.360.589,29","1.448,27","10,50","5,47%",17:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,83",baixada,"-0,15%","-0,01","96.659.284,11","44.519,08","12,31","4,51%",17:38
TELEPIZZA GROUP,"4,90",baixada,"-0,20%","-0,01","125.312,00","491,52","15,05","0,00%",17:38
TUBACEX,"3,05",pujada,"+1,50%","0,05","690.537,79","402,26","82,20","0,34%",17:38
TUBOS REUNIDOS,"0,85",pujada,"+0,00%","0,00","70.977,55","148,48","0,00","0,00%",17:38
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",17:38
VIDRALA,"77,70",pujada,"+2,04%","1,55","812.739,55","1.890,57","22,21","1,13%",17:38
VISCOFAN,"50,56",baixada,"-0,67%","-0,34","3.043.296,31","2.352,09","18,87","2,87%",17:38
VOCENTO,"1,49",baixada,"-2,30%","-0,04","109.724,54","186,83","15,20","0,00%",17:38
ZARDOYA OTIS,"8,91",pujada,"+0,22%","0,02","828.342,87","4.187,13","27,03","3,59%",17:38
