Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
INDRA,"13,00",baixada,"-0,91%","-0,12","6.129.476,91","2.299,16","19,41","0,00%",17:38
INM. COLONIAL,"8,02",pujada,"+0,02%","0,00","13.511.902,34","3.162,13","34,69","2,38%",17:38
INMO DEL SUR,"10,90",baixada,"-2,40%","-0,26","25.955,35","179,73","0,00","0,00%",17:38
INYPSA,"0,160",baixada,"-3,03%","-0,005","314.343,85","59,25","0,00","0,00%",17:38
LABORATORIOS FARMA,"15,56",baixada,"-1,97%","-0,31","11.096,43","799,00","42,89","1,03%",17:38
LAR ESPANA,"8,21",baixada,"-1,45%","-0,12","813.191,56","761,09","29,43","4,89%",17:38
LIBERBANK,"0,73",pujada,"+0,28%","0,00","575.661,14","676,80","7,52","0,00%",17:38
LINGOTES,"15,65",baixada,"-1,26%","-0,20","93.969,93","159,95","0,00","0,00%",17:38
LOGISTA,"20,59",baixada,"-0,77%","-0,16","1.676.729,99","2.747,26","15,63","4,77%",17:38
MEDIASET,"9,608",pujada,"+1,86%","0,175","13.018.942,01","3.253,70","16,41","5,81%",17:38
MELIA HOTELS INTL,"12,15",baixada,"-1,62%","-0,20","6.074.170,61","2.808,08","23,53","1,20%",17:38
MERLIN PROP.,"11,03",pujada,"+0,36%","0,04","15.787.387,16","5.200,36","19,17","3,96%",17:38
MIQUEL Y COSTAS,"30,92",pujada,"+0,72%","0,22","274.612,72","631,89","17,27","1,60%",17:38
NATRA,"0,40",pujada,"+5,26%","0,02","10.515,40","18,52","2,11","0,00%",17:38
NATURHOUSE HEALTH,"4,33",baixada,"-0,32%","-0,01","20.380,74","261,54","11,50","7,76%",17:38
NEINOR HOMES,"17,83",pujada,"+0,56%","0,10","3.727.783,72","1.415,38","0,00","0,00%",17:38
NH HOTELES,"5,455",baixada,"-1,62%","-0,090","3.687.468,90","1.926,49","43,55","0,90%",17:38
NICOLAS CORREA,"2,61",baixada,"-3,16%","-0,09","100.877,50","33,07","0,00","0,00%",17:38
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",17:38
OHL,"4,72",pujada,"+43,69%","1,43","177.089.935,03","1.403,87","9,87","2,70%",17:38
ORYZON GENOMICS,"1,87",baixada,"-1,84%","-0,04","73.376,57","63,68","0,00","0,00%",17:38
PARQUES REUNIDOS,"13,00",baixada,"-0,08%","-0,01","212.628,71","1.050,45","19,22","1,91%",17:38
PESCANOVA,"1,04",baixada,"-1,52%","-0,02","506.542,34","29,37","2,32","8,69%",17:38
PHARMA MAR R,"3,15",pujada,"+2,61%","0,08","1.975.384,98","700,23","0,00","0,00%",17:38
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"10,00",pujada,"+0,10%","0,01","52.315,51","173,47","14,24","2,66%",17:38
PROSEGUR,"6,34",baixada,"-1,55%","-0,10","3.123.361,91","3.937,26","24,30","1,76%",17:38
QUABIT INMOBIL.,"1,51",pujada,"+0,67%","0,01","355.158,66","116,62","0,00","0,00%",17:38
REALIA BUSINESS,"1,06",pujada,"+0,00%","0,00","25.646,74","677,05","42,78","0,00%",17:38
REE,"18,02",baixada,"-0,17%","-0,03","17.038.687,52","9.834,13","14,72","5,03%",17:38
RENO DE MEDICI,"0,607",baixada,"-0,49%","-0,003","29.869,68","229,16","12,19","0,00%",17:38
RENTA 4 SERVICIOS,"5,91",pujada,"+1,53%","0,09","22.866,77","241,72","19,61","1,54%",17:38
RENTA CORPORACION,"2,870",pujada,"+0,88%","0,025","112.284,58","94,55","0,00","0,00%",17:38
REPSOL,"15,36",baixada,"-0,23%","-0,04","59.102.747,73","23.735,73","11,03","5,18%",17:38
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",17:38
RIOJANAS,"5,29",pujada,"+3,32%","0,17","10.580,00","27,78","0,00","0,00%",17:38
Reig Jofre,"2,66",baixada,"-0,34%","-0,01","8.962,83","170,01","23,74","1,26%",17:38
SABADELL,"1,65",pujada,"+0,92%","0,02","39.383.124,73","9.356,51","12,01","3,57%",17:38
SACYR,"2,07",pujada,"+4,45%","0,09","17.748.442,99","1.139,79","6,47","0,00%",17:38
SAETA YIELD,"9,67",pujada,"+1,17%","0,11","583.249,33","790,24","16,72","7,84%",17:38
SANTANDER,"5,63",pujada,"+1,17%","0,07","215.702.534,97","91.190,66","11,84","3,95%",17:38
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,18",pujada,"+9,09%","0,02","846.200,17","60,72","0,00","0,00%",17:38
SOLARIA ENERGIA,"1,35",pujada,"+1,89%","0,03","219.869,85","147,97","22,64","0,00%",17:38
SOTOGRANDE,"3,02",pujada,"+0,00%","0,00","0,00","135,19","0,00","0,00%",17:38
SPS,"0,90",baixada,"-0,55%","-0,01","38.515,20","48,98","0,00","0,00%",17:38
TALGO,"4,24",pujada,"+0,28%","0,01","1.077.336,52","584,35","8,94","1,90%",17:38
TECNICAS REUNIDAS,"25,89",baixada,"-1,01%","-0,27","12.253.401,64","1.461,68","10,63","5,40%",17:38
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,98",baixada,"-0,75%","-0,07","139.346.630,87","45.647,55","12,63","4,35%",17:38
TELEPIZZA GROUP,"4,97",pujada,"+1,30%","0,06","286.998,39","495,04","15,02","0,00%",17:38
TUBACEX,"2,90",baixada,"-0,52%","-0,02","690.600,03","385,64","79,29","0,35%",17:38
TUBOS REUNIDOS,"0,83",baixada,"-1,20%","-0,01","176.293,25","145,86","0,00","0,00%",17:38
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",17:38
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",17:38
VIDRALA,"75,40",pujada,"+0,40%","0,30","380.494,10","1.884,37","22,05","1,13%",17:38
VISCOFAN,"51,00",baixada,"-0,64%","-0,33","3.076.873,28","2.390,77","19,05","2,83%",17:38
VOCENTO,"1,47",pujada,"+0,69%","0,01","124.190,54","182,46","13,90","0,00%",17:38
ZARDOYA OTIS,"8,96",baixada,"-1,86%","-0,17","1.992.064,01","4.243,59","27,45","3,53%",17:38
