Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
DURO FELGUERA,"0,52",pujada,"+4,00%","0,02","137.324,86","83,20","51,00","4,31%",18/10
EBRO FOODS,"20,80",pujada,"+0,97%","0,20","1.746.235,38","3.205,02","17,07","3,29%",18/10
EDREAMS ODIGEO REG,"2,66",pujada,"+3,26%","0,08","474.298,74","286,65","8,19","0,00%",18/10
ELECNOR,"12,00",pujada,"+0,00%","0,00","106.931,26","1.038,78","11,22","2,34%",18/10
ENAGAS,"24,06",pujada,"+0,52%","0,13","21.511.573,72","5.759,46","12,38","6,00%",18/10
ENCE,"4,745",pujada,"+1,93%","0,090","1.519.858,95","1.164,87","14,17","3,34%",18/10
ENDESA,"19,21",baixada,"-0,49%","-0,10","20.610.091,84","20.423,33","15,82","6,70%",18/10
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,53",baixada,"-2,99%","-0,08","1.884.945,74","282,89","7,02","0,00%",18/10
EUROPAC,"7,96",pujada,"+0,76%","0,06","1.181.477,12","773,10","12,71","3,75%",18/10
EUSKALTEL,"7,62",pujada,"+0,07%","0,01","2.439.704,96","1.361,28","19,15","4,47%",18/10
FAES FARMA,"2,975",pujada,"+1,71%","0,050","2.231.744,43","754,70","17,21","0,94%",18/10
FCC,"8,09",baixada,"-0,22%","-0,02","241.907,93","3.082,12","17,61","0,00%",18/10
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"35,00",pujada,"+0,75%","0,26","776.438,20","1.192,28","25,97","1,70%",18/10
FERROVIAL,"18,98",pujada,"+1,61%","0,30","26.025.229,52","13.914,06","33,90","3,17%",18/10
FERSA ENERGIAS,"0,45",pujada,"+0,00%","0,00","54.562,81","61,60","91,57","0,00%",18/10
FLUIDRA,"8,85",pujada,"+1,14%","0,10","1.040.573,72","994,51","26,29","1,70%",18/10
FUNESPANA,"7,41",pujada,"+1,21%","0,09","22,50","137,98","0,00","0,00%",18/10
GAM,"1,35",baixada,"-6,90%","-0,10","76.099,15","46,61","0,00","0,00%",18/10
GAMESA,"11,84",baixada,"-1,58%","-0,19","32.285.397,05","8.078,36","13,19","1,28%",18/10
GAS NATURAL,"18,55",pujada,"+0,03%","0,01","15.855.950,79","18.557,78","14,46","5,33%",18/10
GESTAMP AUTOM,"5,37",baixada,"-1,27%","-0,07","1.924.757,39","3.097,99","12,89","2,26%",18/10
GLOBAL DOMINION,"4,15",pujada,"+1,10%","0,05","927.156,71","694,94","24,20","0,00%",18/10
GR.EMPRES.SAN JOSE,"3,07",baixada,"-0,65%","-0,02","472.827,20","204,18","0,00","0,00%",18/10
GRIFOLS,"24,57",pujada,"+0,57%","0,14","10.678.548,35","10.457,23","24,20","1,46%",18/10
GRUPO CATALANA OCC,"34,50",baixada,"-0,29%","-0,10","1.402.527,46","4.135,20","12,41","2,23%",18/10
GRUPO EZENTIS SA,"0,58",baixada,"-1,85%","-0,01","1.303.083,13","140,33","27,02","0,00%",18/10
GRUPO PRISA,"3,08",baixada,"-0,81%","-0,03","126.044,01","242,45","6,24","0,00%",18/10
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"15,08",pujada,"+0,10%","0,02","3.162.398,05","1.647,37","21,16","3,38%",18/10
IAG (IBERIA),"7,31",pujada,"+2,65%","0,19","36.453.359,70","15.572,95","7,10","3,80%",18/10
IBERDROLA,"6,67",baixada,"-0,51%","-0,03","63.837.919,83","42.137,83","15,54","4,87%",18/10
IBERPAPEL GESTION,"27,00",pujada,"+1,50%","0,40","92.113,20","292,39","14,71","2,38%",18/10
INDITEX,"31,26",baixada,"-0,59%","-0,19","74.207.925,14","97.426,54","28,35","2,37%",18/10
INDRA,"13,16",pujada,"+1,27%","0,17","6.376.734,87","2.319,47","19,41","0,00%",18/10
INM. COLONIAL,"8,02",pujada,"+0,04%","0,00","11.849.906,23","3.136,62","34,69","2,38%",18/10
INMO DEL SUR,"11,00",pujada,"+0,92%","0,10","47.527,36","186,69","0,00","0,00%",18/10
INYPSA,"0,165",pujada,"+3,13%","0,005","282.966,30","61,10","0,00","0,00%",18/10
LABORATORIOS FARMA,"15,41",baixada,"-1,03%","-0,16","30.377,47","770,50","42,89","1,03%",18/10
LAR ESPANA,"8,40",pujada,"+2,34%","0,19","668.459,41","773,41","29,43","4,89%",18/10
LIBERBANK,"0,72",baixada,"-0,96%","-0,01","476.024,32","666,59","7,52","0,00%",18/10
LINGOTES,"15,60",baixada,"-0,35%","-0,06","71.292,02","155,80","0,00","0,00%",18/10
LOGISTA,"20,63",pujada,"+0,17%","0,04","1.086.966,21","2.735,98","15,63","4,77%",18/10
MEDIASET,"9,628",pujada,"+0,21%","0,020","10.987.161,49","3.259,09","16,41","5,81%",18/10
MELIA HOTELS INTL,"12,20",pujada,"+0,37%","0,05","4.243.987,89","2.811,53","23,53","1,20%",18/10
MERLIN PROP.,"11,09",pujada,"+0,54%","0,06","12.264.940,18","5.188,62","19,17","3,96%",18/10
MIQUEL Y COSTAS,"30,50",baixada,"-1,36%","-0,42","127.301,76","635,61","17,27","1,60%",18/10
NATRA,"0,41",pujada,"+2,53%","0,01","12.980,65","18,99","2,11","0,00%",18/10
NATURHOUSE HEALTH,"4,30",pujada,"+0,39%","0,02","53.906,19","260,04","11,50","7,76%",18/10
NEINOR HOMES,"17,88",pujada,"+0,31%","0,06","1.898.513,31","1.413,40","0,00","0,00%",18/10
NH HOTELES,"5,400",baixada,"-1,01%","-0,055","3.257.222,89","1.905,48","43,55","0,90%",18/10
NICOLAS CORREA,"2,60",baixada,"-0,19%","-0,01","56.853,32","32,52","0,00","0,00%",18/10
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",18/10
OHL,"4,86",pujada,"+2,95%","0,14","69.042.268,17","1.488,72","9,87","2,70%",18/10
ORYZON GENOMICS,"1,84",baixada,"-1,34%","-0,03","29.160,44","63,20","0,00","0,00%",18/10
PARQUES REUNIDOS,"13,03",pujada,"+0,23%","0,03","413.391,30","1.057,72","19,22","1,91%",18/10
PESCANOVA,"1,02",baixada,"-1,45%","-0,02","246.159,30","29,57","2,32","8,69%",18/10
PHARMA MAR R,"3,18",pujada,"+0,79%","0,03","2.045.824,24","706,91","0,00","0,00%",18/10
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,99",baixada,"-0,20%","-0,02","55.672,92","173,30","14,24","2,66%",18/10
PROSEGUR,"6,45",pujada,"+1,74%","0,11","1.875.172,91","3.980,45","24,30","1,76%",18/10
QUABIT INMOBIL.,"1,56",pujada,"+3,38%","0,05","602.786,09","121,64","0,00","0,00%",18/10
REALIA BUSINESS,"1,06",pujada,"+0,00%","0,00","58.164,70","683,50","42,78","0,00%",18/10
REE,"18,10",pujada,"+0,44%","0,08","21.482.152,47","9.774,61","14,72","5,03%",18/10
RENO DE MEDICI,"0,600",baixada,"-1,15%","-0,007","17.526,56","226,52","12,19","0,00%",18/10
RENTA 4 SERVICIOS,"5,91",pujada,"+1,53%","0,09","22.866,77","238,46","19,61","1,54%",18/10
RENTA CORPORACION,"2,790",baixada,"-2,61%","-0,075","228.940,01","91,59","0,00","0,00%",18/10
REPSOL,"15,29",baixada,"-0,46%","-0,07","52.250.446,51","23.430,26","11,03","5,18%",18/10
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",18/10
RIOJANAS,"5,29",baixada,"-3,02%","-0,16","1.038,00","27,78","0,00","0,00%",18/10
Reig Jofre,"2,60",baixada,"-2,22%","-0,06","16.331,16","166,86","23,74","1,26%",18/10
SABADELL,"1,67",pujada,"+1,27%","0,02","41.168.954,92","9.289,11","12,01","3,57%",18/10
SACYR,"2,14",pujada,"+3,78%","0,08","11.253.763,92","1.131,79","6,47","0,00%",18/10
SAETA YIELD,"9,68",pujada,"+0,14%","0,01","726.433,28","789,26","16,72","7,84%",18/10
SANTANDER,"5,64",pujada,"+0,88%","0,05","180.312.548,52","90.164,06","11,84","3,95%",18/10
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,18",pujada,"+0,00%","0,00","3.338.566,25","64,23","0,00","0,00%",18/10
SOLARIA ENERGIA,"1,36",pujada,"+0,74%","0,01","360.525,65","148,52","22,64","0,00%",18/10
SOTOGRANDE,"3,02",pujada,"+0,00%","0,00","0,00","135,19","0,00","0,00%",18/10
SPS,"0,90",baixada,"-1,56%","-0,01","18.523,85","48,26","0,00","0,00%",18/10
TALGO,"4,20",baixada,"-1,06%","-0,05","978.506,41","577,80","8,94","1,90%",18/10
TECNICAS REUNIDAS,"25,76",baixada,"-0,52%","-0,14","9.683.857,92","1.440,16","10,63","5,40%",18/10
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,97",baixada,"-0,10%","-0,01","140.158.142,12","45.133,69","12,63","4,35%",18/10
TELEPIZZA GROUP,"5,00",pujada,"+0,60%","0,03","417.172,40","500,68","15,02","0,00%",18/10
TUBACEX,"2,93",pujada,"+1,04%","0,03","1.289.837,20","388,30","79,29","0,35%",18/10
TUBOS REUNIDOS,"0,84",pujada,"+1,82%","0,02","252.478,72","145,86","0,00","0,00%",18/10
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",18/10
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",18/10
VIDRALA,"74,90",baixada,"-0,27%","-0,20","630.990,70","1.878,17","22,05","1,13%",18/10
VISCOFAN,"51,49",pujada,"+0,96%","0,49","3.871.397,40","2.401,49","19,05","2,83%",18/10
VOCENTO,"1,48",pujada,"+0,00%","0,00","193.491,48","184,96","13,90","0,00%",18/10
ZARDOYA OTIS,"9,01",pujada,"+0,56%","0,05","1.300.199,09","4.238,88","27,45","3,53%",18/10
