Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
DURO FELGUERA,"0,50",baixada,"-1,96%","-0,01","5.077,16","81,60","51,00","4,31%",11:08
EBRO FOODS,"20,83",pujada,"+0,36%","0,08","557.134,94","3.205,79","17,07","3,29%",11:43
EDREAMS ODIGEO REG,"2,57",baixada,"-0,50%","-0,01","118.770,71","281,03","8,19","0,00%",11:44
ELECNOR,"12,00",baixada,"-0,41%","-0,05","37.092,25","1.040,52","11,22","2,34%",11:46
ENAGAS,"24,14",pujada,"+0,04%","0,01","3.110.222,31","5.759,46","12,38","6,00%",11:48
ENCE,"4,680",pujada,"+0,11%","0,005","410.235,25","1.157,48","14,17","3,34%",11:47
ENDESA,"19,16",pujada,"+0,29%","0,06","4.330.039,54","20.312,16","15,82","6,70%",11:49
ERCROS,"2,57",pujada,"+0,51%","0,01","101.113,81","285,99","7,02","0,00%",11:17
EUROPAC,"7,94",pujada,"+0,25%","0,02","26.570,23","752,87","12,71","3,75%",11:13
EUSKALTEL,"7,42",pujada,"+0,09%","0,01","338.621,41","1.332,87","19,15","4,47%",11:45
FAES FARMA,"2,865",pujada,"+0,17%","0,005","244.913,18","733,03","17,21","0,94%",11:28
FCC,"8,02",pujada,"+0,00%","0,00","101.325,11","3.055,61","17,61","0,00%",11:32
FERROCARRILES,"34,46",pujada,"+0,58%","0,20","66.939,02","1.182,34","25,97","1,70%",11:44
FERSA ENERGIAS,"0,45",pujada,"+0,00%","0,00","3.934,13","62,30","91,57","0,00%",11:44
FLUIDRA,"8,86",baixada,"-0,28%","-0,03","292.332,61","1.000,71","26,29","1,70%",11:47
GAM,"1,36",pujada,"+3,82%","0,05","5.338,50","45,28","0,00","0,00%",11:29
GAMESA,"11,64",baixada,"-1,23%","-0,15","7.034.245,32","8.013,65","13,19","1,28%",11:48
GAS NATURAL,"18,46",pujada,"+0,05%","0,01","3.772.425,09","18.517,76","14,46","5,33%",11:50
GLOBAL DOMINION,"4,26",pujada,"+2,70%","0,11","885.669,69","725,45","24,20","0,00%",11:45
GR.EMPRES.SAN JOSE,"3,00",baixada,"-0,99%","-0,03","667.498,91","195,08","0,00","0,00%",11:35
GRIFOLS,"24,12",baixada,"-0,68%","-0,17","1.661.362,93","10.282,51","24,20","1,46%",11:48
GRIFOLS CL.B,"18,06",baixada,"-0,30%","-0,06","66.365,18","4.731,79","0,00","0,00%",11:37
GRUPO CATALANA OCC,"34,75",pujada,"+0,43%","0,15","461.808,04","4.171,20","12,41","2,23%",11:47
GRUPO EZENTIS SA,"0,58",pujada,"+2,47%","0,01","219.296,25","141,30","27,02","0,00%",11:38
GRUPO FERROVIAL,"30,83",baixada,"0,00%","0,00","0,00","4.324,36","0,00","0,00%",4/12
GRUPO PRISA,"3,00",baixada,"-2,28%","-0,07","149.122,80","238,14","6,24","0,00%",11:48
HISPANIA ACTIVOS,"14,54",baixada,"-0,65%","-0,10","180.758,48","1.596,60","21,16","3,38%",11:28
IAG (IBERIA),"7,35",pujada,"+1,32%","0,10","6.524.916,51","15.530,29","7,10","3,80%",11:48
IBERDROLA,"6,69",pujada,"+0,10%","0,01","9.097.310,75","42.251,54","15,54","4,87%",11:49
IBERPAPEL GESTION,"26,85",baixada,"-3,24%","-0,90","41.689,71","297,86","14,71","2,38%",11:20
INDITEX,"30,85",baixada,"-0,15%","-0,05","20.899.364,87","95.977,30","28,35","2,37%",11:48
INDRA,"13,30",pujada,"+1,95%","0,26","3.106.953,56","2.330,95","19,41","0,00%",11:50
INM. COLONIAL,"7,81",baixada,"-0,32%","-0,03","1.901.540,08","3.069,90","34,69","2,38%",11:43
INMO DEL SUR,"10,79",baixada,"-1,82%","-0,20","48.467,67","181,60","0,00","0,00%",19/10
INYPSA,"0,160",baixada,"-3,03%","-0,005","117.141,37","61,10","0,00","0,00%",11:13
LABORATORIOS FARMA,"15,40",baixada,"-0,13%","-0,02","161.025,98","770,00","42,89","1,03%",19/10
LAR ESPANA,"8,19",baixada,"-0,18%","-0,02","139.736,80","770,26","29,43","4,89%",11:48
LIBERBANK,"0,71",baixada,"-0,83%","-0,01","80.334,37","668,44","7,52","0,00%",11:41
LINGOTES,"15,80",pujada,"+1,45%","0,23","6.048,51","155,00","0,00","0,00%",09:45
LOGISTA,"20,12",pujada,"+0,20%","0,04","390.721,94","2.674,91","15,63","4,77%",11:50
MAPFRE,"2,68",pujada,"+0,64%","0,02","2.318.991,43","8.262,44","12,05","5,49%",11:48
MEDIASET,"9,481",baixada,"-0,71%","-0,068","1.492.854,59","3.190,40","16,41","5,81%",11:45
MELIA HOTELS INTL,"11,80",baixada,"-0,38%","-0,05","1.329.738,31","2.728,84","23,53","1,20%",11:48
MERLIN PROP.,"10,86",baixada,"-0,96%","-0,11","2.337.303,85","5.118,15","19,17","3,96%",11:43
MIQUEL Y COSTAS,"29,81",baixada,"-0,63%","-0,19","587.438,48","614,34","17,27","1,60%",11:44
MONTEBALITO,"2,150",baixada,"-0,23%","-0,005","10.947,63","67,05","0,00","0,00%",11:22
NATRA,"0,40",baixada,"-1,23%","-0,01","1.651,60","18,99","2,11","0,00%",19/10
NATURHOUSE HEALTH,"4,27",baixada,"-0,26%","-0,01","25.016,24","257,94","11,50","7,76%",11:47
NH HOTELES,"5,345",pujada,"+0,94%","0,050","958.453,70","1.865,20","43,55","0,90%",11:48
NICOLAS CORREA,"2,60",pujada,"+0,39%","0,01","2.600,00","32,02","0,00","0,00%",10:59
OHL,"4,74",pujada,"+1,76%","0,08","6.802.254,65","1.409,54","9,87","2,70%",11:48
ORYZON GENOMICS,"1,85",pujada,"+0,49%","0,01","5.939,94","64,91","0,00","0,00%",11:30
PARQUES REUNIDOS,"13,20",pujada,"+1,03%","0,14","34.260,83","1.062,97","19,22","1,91%",11:45
PHARMA MAR R,"3,12",pujada,"+1,47%","0,05","426.482,73","681,31","0,00","0,00%",11:46
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,90",baixada,"-1,59%","-0,16","2.671,40","170,87","14,24","2,66%",11:43
PROSEGUR,"6,41",baixada,"-0,47%","-0,03","578.274,23","3.974,28","24,30","1,76%",11:36
QUABIT INMOBIL.,"1,54",pujada,"+0,39%","0,01","59.242,93","118,24","0,00","0,00%",11:43
REALIA BUSINESS,"1,05",baixada,"-0,47%","-0,01","28.778,13","677,05","42,78","0,00%",11:30
REE,"18,17",baixada,"-0,11%","-0,02","1.873.087,07","9.855,77","14,72","5,03%",11:48
RENTA 4 SERVICIOS,"5,93",pujada,"+0,34%","0,02","9.910,83","241,31","19,61","1,54%",19/10
RENTA CORPORACION,"2,640",baixada,"-1,31%","-0,035","92.155,48","86,99","0,00","0,00%",11:15
REPSOL,"15,27",baixada,"-0,13%","-0,02","8.312.892,11","23.323,34","11,03","5,18%",11:48
RIOJANAS,"5,29",pujada,"+0,95%","0,05","1.436,16","26,99","0,00","0,00%",19/10
Reig Jofre,"2,60",pujada,"+0,04%","0,00","2.624,72","166,80","23,74","1,26%",10:25
SABADELL,"1,60",baixada,"-2,68%","-0,04","18.719.389,36","9.098,16","12,01","3,57%",11:49
SACYR,"2,15",pujada,"+0,37%","0,01","1.090.514,31","1.155,78","6,47","0,00%",11:45
SAETA YIELD,"9,64",pujada,"+0,24%","0,02","85.470,16","785,83","16,72","7,84%",11:44
SANTANDER,"5,57",pujada,"+0,04%","0,00","29.261.280,15","89.538,48","11,84","3,95%",11:49
SNIACE,"0,18",pujada,"+0,56%","0,00","138.599,11","63,52","0,00","0,00%",11:47
SOLARIA ENERGIA,"1,44",pujada,"+5,49%","0,08","638.528,90","157,28","22,64","0,00%",11:45
TALGO,"4,18",pujada,"+1,55%","0,06","311.372,25","573,70","8,94","1,90%",11:48
TECNICAS REUNIDAS,"25,74",pujada,"+0,04%","0,01","2.092.838,87","1.438,48","10,63","5,40%",11:48
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"8,86",pujada,"+0,43%","0,04","34.423.298,52","44.519,08","12,63","4,35%",11:48
TELEPIZZA GROUP,"4,94",baixada,"-1,16%","-0,06","2.016,07","502,60","15,02","0,00%",11:33
TUBACEX,"3,00",pujada,"+2,74%","0,08","556.552,19","390,29","79,29","0,35%",11:41
TUBOS REUNIDOS,"0,85",pujada,"+1,20%","0,01","60.139,01","146,73","0,00","0,00%",11:03
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",19/10
VIDRALA,"75,40",baixada,"-0,13%","-0,10","47.026,50","1.860,82","22,05","1,13%",11:28
VISCOFAN,"50,90",baixada,"-0,20%","-0,10","221.393,67","2.368,40","19,05","2,83%",11:43
VOCENTO,"1,49",baixada,"-0,67%","-0,01","6.769,22","187,46","13,90","0,00%",10:47
ZARDOYA OTIS,"8,91",pujada,"+0,68%","0,06","455.648,48","4.215,36","27,45","3,53%",11:48
