Nom,Preu,Estat,Var. per cent,Var. en euros,Volum en euros,Capitalizacio (milions euros),Per,Rent./Div,Hora
DEOLEO SA,"0,19",pujada,"+8,57%","0,02","294.291,71","225,16","93,33","0,00%",15:35
DIA,"4,43",pujada,"+1,37%","0,06","11.295.032,42","2.763,71","10,42","4,80%",15:36
DOGI INTL FABRICS,"3,56",baixada,"-3,39%","-0,13","47.596,73","264,26","0,00","0,00%",14:36
DURO FELGUERA,"0,51",pujada,"+0,00%","0,00","22.443,98","81,60","51,00","4,31%",14:01
EBRO FOODS,"20,59",pujada,"+0,29%","0,06","3.976.271,90","3.166,55","17,07","3,29%",15:36
EDREAMS ODIGEO REG,"2,53",pujada,"+4,64%","0,11","380.463,01","270,34","8,19","0,00%",15:27
ELECNOR,"11,81",baixada,"-1,17%","-0,14","108.172,07","1.020,51","11,22","2,34%",15:08
ENAGAS,"24,00",baixada,"-1,46%","-0,36","8.585.847,88","5.729,62","12,38","6,00%",15:36
ENCE,"4,635",pujada,"+0,22%","0,010","1.024.675,10","1.143,94","14,17","3,34%",15:30
ENDESA,"19,46",baixada,"-1,64%","-0,33","9.071.686,27","20.619,20","15,82","6,70%",15:35
ENEL GREEN POWER,"1,93",pujada,"+0,00%","0,00","86.618,27","9.655,00","23,54","1,59%",1/04
ERCROS,"2,50",baixada,"-7,33%","-0,20","2.223.782,26","286,11","7,02","0,00%",15:36
EUROPAC,"7,79",baixada,"-1,14%","-0,09","306.953,39","759,96","12,71","3,75%",15:33
EUSKALTEL,"7,80",baixada,"-0,62%","-0,05","2.803.941,85","1.401,65","19,15","4,47%",15:36
FAES FARMA,"2,810",pujada,"+0,18%","0,005","560.156,09","713,91","17,21","0,94%",15:24
FCC,"8,00",pujada,"+0,26%","0,02","122.712,08","3.030,60","17,61","0,00%",15:32
FERGO AISA,"0,017",pujada,"+0,00%","0,000","0,00","13,16","0,00","0,00%",28/01
FERROCARRILES,"34,23",pujada,"+0,32%","0,11","369.184,75","1.172,74","25,97","1,70%",15:35
FERROVIAL,"18,68",baixada,"-0,48%","-0,09","7.317.461,87","13.854,90","33,90","3,17%",15:34
FERSA ENERGIAS,"0,45",pujada,"+0,00%","0,00","4.133,23","63,70","91,57","0,00%",13:29
FLUIDRA,"8,69",baixada,"-1,25%","-0,11","497.542,06","979,87","26,29","1,70%",15:33
FUNESPANA,"7,49",pujada,"+1,08%","0,08","7,49","135,77","0,00","0,00%",14:29
GAM,"1,41",pujada,"+1,44%","0,02","13.972,77","44,61","0,00","0,00%",13:31
GAMESA,"11,71",baixada,"-6,58%","-0,83","78.165.047,48","7.853,58","13,19","1,28%",15:36
GAS NATURAL,"18,65",baixada,"-0,64%","-0,12","6.470.794,75","18.607,82","14,46","5,33%",15:36
GESTAMP AUTOM,"5,44",pujada,"+2,26%","0,12","3.151.034,10","3.107,20","12,89","2,26%",15:32
GLOBAL DOMINION,"4,05",baixada,"-1,56%","-0,06","302.733,01","685,78","24,20","0,00%",15:28
GR.EMPRES.SAN JOSE,"2,96",baixada,"-1,33%","-0,04","304.111,49","194,43","0,00","0,00%",15:31
GRIFOLS,"24,30",pujada,"+0,68%","0,17","2.343.928,75","10.344,30","24,20","1,46%",15:35
GRUPO CATALANA OCC,"34,25",baixada,"-0,75%","-0,26","246.778,75","4.095,60","12,41","2,23%",15:30
GRUPO EZENTIS SA,"0,60",pujada,"+1,18%","0,01","483.422,52","145,17","27,02","0,00%",15:34
GRUPO PRISA,"3,13",baixada,"-8,98%","-0,31","909.834,48","243,70","6,24","0,00%",15:25
GRUPO TAVEX S.A,"0,238",pujada,"+0,00%","0,000","3.352,77","18,56","0,00","0,00%",6/02
HISPANIA ACTIVOS,"14,76",baixada,"-0,37%","-0,06","842.467,57","1.613,53","21,16","3,38%",15:29
IAG (IBERIA),"7,00",pujada,"+0,32%","0,02","4.678.698,07","14.839,20","7,10","3,80%",15:36
IBERDROLA,"6,71",baixada,"-0,90%","-0,06","17.245.411,10","42.561,10","15,54","4,87%",15:36
IBERPAPEL GESTION,"26,41",baixada,"-0,34%","-0,09","12.951,54","288,68","14,71","2,38%",15:06
INDITEX,"31,21",pujada,"+0,08%","0,03","14.756.956,21","97.036,96","28,35","2,37%",15:37
INDRA,"13,07",baixada,"-0,98%","-0,13","2.430.444,66","2.312,41","19,41","0,00%",15:36
INM. COLONIAL,"7,96",baixada,"-0,26%","-0,02","3.481.864,01","3.116,21","34,69","2,38%",15:35
INMO DEL SUR,"10,85",pujada,"+1,97%","0,21","28.947,05","183,97","0,00","0,00%",14:35
INYPSA,"0,160",baixada,"-3,03%","-0,005","137.149,73","61,10","0,00","0,00%",15:12
LABORATORIOS FARMA,"15,90",pujada,"+0,19%","0,03","59.617,11","792,50","42,89","1,03%",15:12
LAR ESPANA,"8,20",pujada,"+0,11%","0,01","299.808,81","754,89","29,43","4,89%",15:33
LIBERBANK,"0,72",baixada,"-1,37%","-0,01","57.279,24","667,51","7,52","0,00%",15:13
LINGOTES,"16,00",pujada,"+1,04%","0,17","123.122,46","155,00","0,00","0,00%",15:30
LOGISTA,"20,80",baixada,"-0,74%","-0,16","2.161.236,79","2.775,14","15,63","4,77%",15:35
MEDIASET,"9,578",pujada,"+1,13%","0,107","2.950.925,85","3.202,52","16,41","5,81%",15:36
MELIA HOTELS INTL,"12,33",baixada,"-1,12%","-0,14","1.469.281,74","2.837,94","23,53","1,20%",15:33
MERLIN PROP.,"11,17",pujada,"+0,45%","0,05","8.351.868,46","5.249,69","19,17","3,96%",15:36
MIQUEL Y COSTAS,"30,71",pujada,"+3,05%","0,91","152.796,32","643,25","17,27","1,60%",15:04
NATRA,"0,38",baixada,"-2,56%","-0,01","8.909,67","18,75","2,11","0,00%",14:34
NATURHOUSE HEALTH,"4,31",baixada,"-1,37%","-0,06","81.304,11","258,60","11,50","7,76%",15:01
NEINOR HOMES,"17,67",baixada,"-1,86%","-0,34","908.274,18","1.403,52","0,00","0,00%",15:30
NH HOTELES,"5,570",baixada,"-0,45%","-0,025","948.431,52","1.951,01","43,55","0,90%",15:36
NICOLAS CORREA,"2,69",pujada,"+1,13%","0,03","8.628,76","33,25","0,00","0,00%",13:23
NYESA VALORES CORP,"0,17",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",13/10
OHL,"3,24",pujada,"+9,32%","0,28","9.591.058,23","953,94","9,87","2,70%",15:36
ORYZON GENOMICS,"1,90",baixada,"-0,52%","-0,01","26.029,09","62,86","0,00","0,00%",13:37
PARQUES REUNIDOS,"12,97",baixada,"-0,80%","-0,11","721.126,39","1.040,76","19,22","1,91%",13:10
PESCANOVA,"1,08",baixada,"-2,27%","-0,03","238.450,63","30,75","2,32","8,69%",15:31
PHARMA MAR R,"3,07",pujada,"+2,17%","0,07","746.796,39","684,65","0,00","0,00%",15:24
POPULAR,"0,32",baixada,"-6,21%","-0,02","80.937.179,78","1.305,22","0,00","0,00%",8/06
PRIM,"9,99",baixada,"-1,09%","-0,11","39.225,75","170,35","14,24","2,66%",13:24
PROSEGUR,"6,45",baixada,"-1,68%","-0,11","2.065.428,39","3.974,28","24,30","1,76%",15:34
QUABIT INMOBIL.,"1,50",pujada,"+2,18%","0,03","158.330,17","115,07","0,00","0,00%",15:31
REALIA BUSINESS,"1,06",baixada,"-0,47%","-0,01","10.238,99","673,82","42,78","0,00%",15:29
REE,"18,00",baixada,"-1,50%","-0,28","5.987.367,75","9.747,56","14,72","5,03%",15:36
RENO DE MEDICI,"0,619",pujada,"+0,81%","0,005","37.527,41","233,69","12,19","0,00%",14:06
RENTA 4 SERVICIOS,"5,87",baixada,"-0,68%","-0,04","1.363,52","240,50","19,61","1,54%",15:09
RENTA CORPORACION,"2,840",baixada,"-1,39%","-0,040","77.881,51","94,55","0,00","0,00%",15:33
REPSOL,"15,40",baixada,"-0,29%","-0,05","14.933.088,95","23.498,99","11,03","5,18%",15:36
REYAL URBIS,"0,12",pujada,"+0,00%","0,00","0,00","0,00","0,00","0,00%",13/10
RIOJANAS,"5,12",baixada,"-0,19%","-0,01","2.170,88","26,89","0,00","0,00%",09:00
Reig Jofre,"2,66",pujada,"+0,00%","0,00","12.787,74","166,80","23,74","1,26%",14:24
SABADELL,"1,66",baixada,"-1,31%","-0,02","14.375.948,73","9.317,19","12,01","3,57%",15:33
SACYR,"1,99",pujada,"+0,66%","0,01","2.249.700,24","1.048,63","6,47","0,00%",15:34
SAETA YIELD,"9,55",baixada,"-1,49%","-0,14","387.572,90","782,32","16,72","7,84%",15:32
SANTANDER,"5,55",baixada,"-0,32%","-0,02","90.090.607,45","88.944,98","11,84","3,95%",15:36
SEDA BARCELONA,"0,73",pujada,"+0,00%","0,00","0,00","26,44","0,00","0,00%",13/11
SNIACE,"0,16",baixada,"-2,41%","-0,00","97.152,22","56,86","0,00","0,00%",15:27
SOLARIA ENERGIA,"1,34",baixada,"-1,11%","-0,02","154.482,27","146,32","22,64","0,00%",15:18
SOTOGRANDE,"3,02",pujada,"+0,00%","0,00","0,00","135,64","0,00","0,00%",13/10
SPS,"0,90",baixada,"-0,77%","-0,01","5.306,63","49,42","0,00","0,00%",14:35
TALGO,"4,22",pujada,"+0,36%","0,02","270.525,71","574,11","8,94","1,90%",15:31
TECNICAS REUNIDAS,"26,14",pujada,"+0,93%","0,24","6.358.019,96","1.460,00","10,63","5,40%",15:37
TECNOCOM TEL ENERG,"4,75",pujada,"+0,00%","0,00","0,00","393,94","27,94","1,81%",19/05
TELEFONICA,"9,08",baixada,"-1,34%","-0,12","43.233.170,75","45.667,70","12,63","4,35%",15:36
TELEPIZZA GROUP,"4,92",pujada,"+0,31%","0,02","135.517,86","496,65","15,02","0,00%",15:30
TUBACEX,"2,90",pujada,"+1,05%","0,03","290.411,51","383,64","79,29","0,35%",15:28
TUBOS REUNIDOS,"0,85",baixada,"-1,73%","-0,02","32.708,79","147,61","0,00","0,00%",15:32
URBAS,"0,02",pujada,"+0,00%","0,00","0,00","45,64","0,00","0,00%",13/10
VERTICE TRESCIENTO,"0,044",pujada,"+0,00%","0,000","0,00","0,00","16,26","0,00%",13/10
VIDRALA,"75,10",pujada,"+0,20%","0,15","463.685,10","1.854,62","22,05","1,13%",15:28
VISCOFAN,"51,33",baixada,"-0,33%","-0,17","1.781.132,89","2.386,11","19,05","2,83%",15:31
VOCENTO,"1,41",pujada,"+1,44%","0,02","125.781,43","176,21","13,90","0,00%",14:15
ZARDOYA OTIS,"9,10",pujada,"+0,44%","0,04","962.962,42","4.285,93","27,45","3,53%",15:36
